new_tags,id
page type: event;university: USI;canton: TI;,9632
page type: event;university: USI;canton: TI;,9692
page type: event;university: USI;canton: TI;,9693
page type: event;university: USI;canton: TI;,9702
page type: event;university: USI;canton: TI;,9703
page type: event;university: USI;canton: TI;,9704
page type: event;university: USI;canton: TI;,9708
page type: event;university: USI;canton: TI;,9709
page type: event;university: USI;canton: TI;,9710
page type: event;university: USI;canton: TI;,9711
page type: portal page;language: English;university: USI;canton: TI;,9652
page type: presentation page;language: Italian;university: USI;canton: TI;,7680
page type: presentation page;language: Italian;university: USI;canton: TI;,8567
page type: presentation page;language: English;university: USI;canton: TI;,7969
page type: article about event;language: Italian;university: USI;canton: TI;special content 1: philExpo22;,7741
page type: article about event;language: English;university: USI;canton: TI;,6312
page type: article about event;language: English;university: USI;canton: TI;,7685
page type: article about event;language: English;university: USI;canton: TI;,9694
page type: article about event;language: English;university: USI;canton: TI;,9695
page type: article about event;language: English;university: USI;canton: TI;,9696
page type: article about event;language: English;university: USI;canton: TI;,9697
page type: article about event;language: English;university: USI;canton: TI;,9698
page type: article about event;language: English;university: USI;canton: TI;,9699
page type: article about event;language: English;university: USI;canton: TI;,9700
page type: article about event;language: English;university: USI;canton: TI;,9705
page type: article about event;language: English;university: USI;canton: TI;,9707
page type: article about event;language: Italian;university: USI;canton: TI;,7731
page type: information page;language: English;university: USI;canton: TI;special content 1: job;,7682
page type: information page;language: English;university: USI;canton: TI;special content 1: job;,8829
page type: information page;language: English;university: USI;canton: TI;special content 1: job;,9620
page type: information page;language: English;university: USI;canton: TI;,7681
page type: information page;language: English;university: USI;canton: TI;,9660
page type: information page;language: English;university: USI;canton: TI;,9664
page type: information page;language: Italian;university: USI;canton: TI;,9103
page type: information page;language: Italian;university: USI;canton: TI;,9654
page type: event;canton: TI;,9646
page type: event;canton: TI;,9713
page type: event;canton: TI;,9714
page type: event;canton: TI;,9715
page type: event;canton: TI;,9716
page type: event;canton: TI;,9717
page type: event;canton: TI;,9718
page type: event;canton: TI;,9719
page type: portal page;language: English;canton: TI;special content 1: Agora;special content 2: our event;,8492
page type: portal page;language: English;canton: TI;special content 1: site map;,7920
page type: presentation page;language: Italian;canton: TI;,7999
page type: presentation page;language: Italian;canton: TI;,9706
page type: presentation page;language: Italian;canton: TI;,9728
page type: presentation page;language: Italian;canton: TI;,9736
page type: article about event;language: Italian;canton: TI;special content 1: philExpo22;,7737
page type: article about event;language: Italian;canton: TI;special content 1: philExpo22;,7738
page type: article about event;language: Italian;canton: TI;special content 1: philExpo22;,7739
page type: article about event;language: Italian;canton: TI;special content 1: philExpo22;,7740
page type: article about event;language: Italian;canton: TI;special content 1: philExpo22;,7744
page type: article about event;language: Italian;canton: TI;,7688
page type: article about event;language: Italian;canton: TI;,7689
page type: article about event;language: Italian;canton: TI;,7690
page type: article about event;language: Italian;canton: TI;,7691
page type: article about event;language: Italian;canton: TI;,7692
page type: article about event;language: Italian;canton: TI;,7693
page type: article about event;language: Italian;canton: TI;,7694
page type: article about event;language: Italian;canton: TI;,7695
page type: article about event;language: Italian;canton: TI;,7696
page type: article about event;language: Italian;canton: TI;,7698
page type: article about event;language: Italian;canton: TI;,7701
page type: article about event;language: Italian;canton: TI;,7702
page type: article about event;language: Italian;canton: TI;,7709
page type: article about event;language: Italian;canton: TI;,7710
page type: article about event;language: Italian;canton: TI;,7711
page type: article about event;language: Italian;canton: TI;,7713
page type: article about event;language: Italian;canton: TI;,7714
page type: article about event;language: Italian;canton: TI;,7716
page type: article about event;language: Italian;canton: TI;,7718
page type: article about event;language: Italian;canton: TI;,7726
page type: article about event;language: Italian;canton: TI;,7727
page type: article about event;language: Italian;canton: TI;,7732
page type: article about event;language: Italian;canton: TI;,7733
page type: article about event;language: Italian;canton: TI;special content 2: our event;,9690
page type: article about event;language: Italian;canton: TI;special content 2: our event;,9691
page type: article about event;language: Italian;canton: TI;,9701
page type: article about event;language: multilingual;canton: TI;,6398
page type: article about event;language: multilingual;canton: TI;,7719
page type: information page;language: English;canton: TI;special content 1: student project;,7697
page type: information page;language: Italian;canton: TI;,7703
page type: information page;language: Italian;canton: TI;,7708
page type: information page;language: Italian;canton: TI;,9657
page type: presentation page;language: French;university: Cafe;canton: VD;,8006
page type: presentation page;language: French;university: Cafe;canton: VD;,8214
page type: presentation page;language: English;university: EPFL;canton: VD;,8529
page type: presentation page;language: English;university: EPFL;canton: VD;,9134
page type: presentation page;language: French;university: PH;canton: VD;special content 1: high schools;,7980
page type: presentation page;language: French;university: Soc;canton: VD;,5749
page type: article;language: French;university: UniL;canton: VD;,8728
page type: event;university: UniL;canton: VD;,9286
page type: event;university: UniL;canton: VD;,9287
page type: event;university: UniL;canton: VD;,9289
page type: event;university: UniL;canton: VD;,9290
page type: event;university: UniL;canton: VD;,9291
page type: event;university: UniL;canton: VD;,9292
page type: event;university: UniL;canton: VD;,9293
page type: event;university: UniL;canton: VD;,9295
page type: event;university: UniL;canton: VD;,9298
page type: event;university: UniL;canton: VD;,9300
page type: event;university: UniL;canton: VD;,9301
page type: event;university: UniL;canton: VD;,9302
page type: event;university: UniL;canton: VD;,9303
page type: event;university: UniL;canton: VD;,9304
page type: event;university: UniL;canton: VD;,9366
page type: media article;media 1: pdf;language: French;university: UniL;canton: VD;special content 1: student paper;,8963
page type: presentation page;language: French;university: UniL;canton: VD;,7110
page type: presentation page;language: French;university: UniL;canton: VD;,7966
page type: article about event;language: French;university: UniL;canton: VD;special content 1: philExpo22;,7616
page type: article about event;language: French;university: UniL;canton: VD;special content 1: philExpo22;,7617
page type: article about event;language: English;university: UniL;canton: VD;,7122
page type: article about event;language: English;university: UniL;canton: VD;,8326
page type: article about event;language: English;university: UniL;canton: VD;,9607
page type: article about event;language: French;university: UniL;canton: VD;,7111
page type: article about event;language: French;university: UniL;canton: VD;,7126
page type: article about event;language: French;university: UniL;canton: VD;,7127
page type: article about event;language: French;university: UniL;canton: VD;,9039
page type: information page;language: English;university: UniL;canton: VD;special content 1: job;,8834
page type: information page;language: English;university: UniL;canton: VD;special content 1: job;,9619
page type: information page;language: French;university: UniL;canton: VD;special content 1: job;,9617
page type: article;language: French;canton: VD;,7786
page type: article;language: German;canton: VD;,6248
page type: event;canton: VD;,9306
page type: event;canton: VD;,9307
page type: event;canton: VD;,9308
page type: event;canton: VD;,9309
page type: event;canton: VD;,9310
page type: event;canton: VD;,9311
page type: event;canton: VD;,9313
page type: event;canton: VD;,9314
page type: event;canton: VD;,9315
page type: event;canton: VD;,9316
page type: event;canton: VD;,9317
page type: event;canton: VD;,9318
page type: event;canton: VD;,9320
page type: event;canton: VD;,9323
page type: event;canton: VD;,9324
page type: event;canton: VD;,9325
page type: event;canton: VD;,9326
page type: event;canton: VD;,9327
page type: event;canton: VD;,9328
page type: event;canton: VD;,9329
page type: event;canton: VD;,9330
page type: event;canton: VD;,9337
page type: event;canton: VD;,9338
page type: event;canton: VD;,9340
page type: event;canton: VD;,9341
page type: event;canton: VD;,9348
page type: event;canton: VD;,9349
page type: event;canton: VD;,9350
page type: event;canton: VD;,9525
page type: event;canton: VD;,9550
page type: event;canton: VD;,9644
page type: portal page;language: French;canton: VD;special content 1: site map;,7919
page type: presentation page;language: French;canton: VD;,7583
page type: presentation page;language: French;canton: VD;,7938
page type: presentation page;language: German;canton: VD;,8211
page type: article about event;language: French;canton: VD;special content 1: philExpo22;,7618
page type: article about event;language: French;canton: VD;special content 1: philExpo22;,7619
page type: article about event;language: French;canton: VD;special content 1: philExpo22;,7626
page type: article about event;language: French;canton: VD;special content 1: philExpo22;,7652
page type: article about event;language: French;canton: VD;special content 1: philExpo22;,7743
page type: article about event;language: English;canton: VD;,7132
page type: article about event;language: French;canton: VD;,7123
page type: article about event;language: French;canton: VD;,7124
page type: article about event;language: French;canton: VD;,7125
page type: article about event;language: French;canton: VD;,7655
page type: article about event;language: French;canton: VD;,7662
page type: article about event;language: French;canton: VD;,9312
page type: presentation page;language: German;university: Cafe;canton: ZH;,6597
page type: presentation page;language: German;university: Cafe;canton: ZH;,6598
page type: presentation page;language: German;university: Cafe;canton: ZH;,6599
page type: presentation page;language: German;university: Cafe;canton: ZH;,6600
page type: presentation page;language: German;university: Cafe;canton: ZH;,6602
page type: presentation page;language: German;university: Cafe;canton: ZH;,6724
page type: presentation page;language: German;university: Cafe;canton: ZH;,6734
page type: presentation page;language: German;university: Cafe;canton: ZH;,7942
page type: presentation page;language: German;university: Cafe;canton: ZH;,8497
page type: presentation page;language: German;university: Cafe;canton: ZH;,9219
page type: presentation page;language: German;university: Cafe;canton: ZH;,9743
page type: presentation page;language: German;university: Cafe;canton: ZH;,9745
page type: presentation page;language: German;university: Cafe;canton: ZH;,6354
page type: presentation page;language: German;university: Cafe;canton: ZH;,6611
page type: presentation page;language: German;university: Cafe;canton: ZH;,8847
page type: article;language: German;university: ETH;canton: ZH;,8938
page type: presentation page;language: German;university: ETH;canton: ZH;,6357
page type: information page;language: German;university: ETH;canton: ZH;,6341
page type: presentation page;language: German;university: PH;canton: ZH;special content 1: high schools;,8079
page type: presentation page;language: German;university: Soc;canton: ZH;,5652
page type: article;language: German;university: UZH;canton: ZH;,8392
page type: article;language: German;university: UZH;canton: ZH;,9079
page type: event;university: UZH;canton: ZH;,8949
page type: event;university: UZH;canton: ZH;,9569
page type: event;university: UZH;canton: ZH;,9570
page type: event;university: UZH;canton: ZH;,9571
page type: event;university: UZH;canton: ZH;,9572
page type: event;university: UZH;canton: ZH;,9670
page type: media article;media 1: audio;language: German;university: UZH;canton: ZH;,6451
page type: presentation page;language: German;university: UZH;canton: ZH;special content 1: high schools;,7981
page type: presentation page;language: English;university: UZH;canton: ZH;,7957
page type: presentation page;language: German;university: UZH;canton: ZH;,6343
page type: presentation page;language: German;university: UZH;canton: ZH;,6435
page type: presentation page;language: German;university: UZH;canton: ZH;,7953
page type: presentation page;language: German;university: UZH;canton: ZH;,7954
page type: presentation page;language: German;university: UZH;canton: ZH;,7956
page type: presentation page;language: German;university: UZH;canton: ZH;,7959
page type: article about event;language: German;university: UZH;canton: ZH;special content 1: philExpo22;,5369
page type: article about event;language: English;university: UZH;canton: ZH;,4746
page type: article about event;language: German;university: UZH;canton: ZH;,1617
page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,8848
page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,8849
page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,9208
page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,9613
page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,9618
page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,9622
page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,9671
page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,9672
page type: presentation page;language: German;university: VH;canton: ZH;,7932
page type: article;language: German;canton: ZH;,8735
page type: event;canton: ZH;,9578
page type: event;canton: ZH;,9742
page type: event;canton: ZH;,9744
page type: portal page;language: German;canton: ZH;special content 1: site map;,7915
page type: presentation page;language: German;canton: ZH;,6432
page type: presentation page;language: German;canton: ZH;,6447
page type: presentation page;language: German;canton: ZH;,6627
page type: presentation page;language: German;canton: ZH;,7996
page type: presentation page;language: German;canton: ZH;,7998
page type: presentation page;language: German;canton: ZH;,8105
page type: presentation page;language: German;canton: ZH;,8380
page type: presentation page;language: German;canton: ZH;,8384
page type: presentation page;language: German;canton: ZH;,8391
page type: presentation page;language: German;canton: ZH;,8426
page type: article about event;language: German;canton: ZH;special content 1: high schools;,3796
page type: article about event;language: German;canton: ZH;special content 1: high schools;,4650
page type: article about event;language: English;canton: ZH;special content 1: philExpo22;,5470
page type: article about event;language: English;canton: ZH;special content 1: philExpo22;,5773
page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,5380
page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,5381
page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,5382
page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,5383
page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,5386
page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,5393
page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,5394
page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,5455
page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,5458
page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,5464
page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,6577
page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,6578
page type: article about event;language: English;canton: ZH;,2268
page type: article about event;media 1: audio;language: German;canton: ZH;special content 2: our event;,6817
page type: article about event;media 1: audio;language: German;canton: ZH;special content 2: our event;,6818
page type: article about event;language: German;canton: ZH;special content 2: our event;,1082
page type: article about event;language: German;canton: ZH;,1532
page type: article about event;language: German;canton: ZH;,2528
page type: article about event;language: German;canton: ZH;,2631
page type: article about event;language: German;canton: ZH;,2701
page type: article about event;language: German;canton: ZH;,2702
page type: article about event;language: German;canton: ZH;special content 2: our event;,2725
page type: article about event;language: German;canton: ZH;,3007
page type: article about event;language: German;canton: ZH;,3162
page type: article about event;language: German;canton: ZH;,3768
page type: article about event;language: German;canton: ZH;,4961
page type: article about event;language: German;canton: ZH;,5589
page type: article about event;language: German;canton: ZH;,5862
page type: article about event;language: German;canton: ZH;,6595
page type: article about event;language: German;canton: ZH;,6610
page type: article about event;language: German;canton: ZH;,6618
page type: article about event;language: German;canton: ZH;,6722
page type: article about event;language: German;canton: ZH;,8343
page type: article about event;language: German;canton: ZH;,9413
page type: article about event;language: German;canton: ZH;,9650
page type: information page;language: German;canton: ZH;,1672
page type: information page;language: German;canton: ZH;,2814
page type: information page;language: German;canton: ZH;,3693
page type: information page;language: German;canton: ZH;,6318
page type: information page;language: German;canton: ZH;,6609
page type: information page;language: German;canton: ZH;,6613
page type: information page;language: German;canton: ZH;,6655
page type: information page;language: German;canton: ZH;,6656
page type: information page;language: German;canton: ZH;,6657
page type: information page;language: German;canton: ZH;,6658
page type: information page;language: German;canton: ZH;,8334
page type: information page;language: German;canton: ZH;,9176
page type: presentation page;language: German;university: PH;special content 1: high schools;,7974
page type: presentation page;language: German;university: PH;special content 1: high schools;,7975
page type: presentation page;language: German;university: PH;special content 1: high schools;,7979
page type: presentation page;language: German;university: PH;special content 1: high schools;,9220
page type: presentation page;language: German;university: PH;special content 1: high schools;,9221
page type: presentation page;language: German;university: PH;special content 1: high schools;,9222
page type: information page;language: English;university: Uni;special content 1: job;,8836
page type: presentation page;language: German;university: Uni;,6445
page type: presentation page;language: German;university: Uni;,6569
page type: article about event;language: German;university: Uni;,1461
page type: article about event;language: German;university: Uni;,1462
page type: article;language: Italian;university: USI;,9661
page type: information page;language: English;university: UZH;special content 1: article series;special content 2: student project;,4554
page type: article about event;language: French;university: VH;special content 1: philExpo22;,7624
page type: topics;language: German;special content 1: focus area;,2996
page type: topics;language: German;special content 1: focus area;,4777
page type: topics;language: German;special content 1: focus area;,4895
page type: topics;language: German;special content 1: focus area;,5011
page type: topics;language: German;special content 1: focus area;,5016
page type: topics;language: German;special content 1: focus area;,5139
page type: topics;language: German;special content 1: focus area;,5202
page type: topics;language: German;special content 1: focus area;,5306
page type: topics;language: German;special content 1: focus area;,5527
page type: topics;language: German;special content 1: focus area;,5528
page type: topics;language: German;special content 1: focus area;,5615
page type: topics;language: German;special content 1: focus area;,5746
page type: topics;language: German;special content 1: focus area;,5755
page type: topics;language: German;special content 1: focus area;,5806
page type: topics;language: German;special content 1: focus area;,5853
page type: topics;language: German;special content 1: focus area;,6007
page type: topics;language: German;special content 1: focus area;,6112
page type: topics;language: German;special content 1: focus area;,6132
page type: topics;language: German;special content 1: focus area;,6133
page type: topics;language: German;special content 1: focus area;,6262
page type: topics;language: German;special content 1: focus area;,6263
page type: topics;language: German;special content 1: focus area;,6264
page type: topics;language: German;special content 1: focus area;,6265
page type: topics;language: German;special content 1: focus area;,6273
page type: topics;language: German;special content 1: focus area;,6388
page type: topics;language: German;special content 1: focus area;,6489
page type: topics;language: German;special content 1: focus area;,6783
page type: topics;language: German;special content 1: focus area;,8015
page type: topics;language: German;special content 1: focus area;,8017
page type: topics;language: German;special content 1: focus area;,8020
page type: topics;language: German;special content 1: focus area;,8041
page type: topics;language: German;special content 1: focus area;,8042
page type: topics;language: German;special content 1: focus area;,8044
page type: topics;language: German;special content 1: focus area;,8046
page type: topics;language: German;special content 1: focus area;,8129
page type: topics;language: German;special content 1: focus area;,8352
page type: topics;language: German;special content 1: focus area;,8353
page type: topics;language: German;special content 1: focus area;,8354
page type: topics;language: German;special content 1: focus area;,8704
page type: topics;language: German;special content 1: focus area;,8724
page type: topics;language: French;special content 1: discipline;,120
page type: topics;language: French;special content 1: discipline;,121
page type: topics;language: French;special content 1: discipline;,122
page type: topics;language: French;special content 1: discipline;,123
page type: topics;language: French;special content 1: discipline;,124
page type: topics;language: French;special content 1: discipline;,127
page type: topics;language: French;special content 1: discipline;,128
page type: topics;language: French;special content 1: discipline;,129
page type: topics;language: French;special content 1: discipline;,130
page type: topics;language: French;special content 1: discipline;,131
page type: topics;language: French;special content 1: discipline;,132
page type: topics;language: French;special content 1: discipline;,133
page type: topics;language: French;special content 1: discipline;,136
page type: topics;language: French;special content 1: discipline;,138
page type: topics;language: French;special content 1: discipline;,141
page type: topics;language: French;special content 1: discipline;,148
page type: topics;language: French;special content 1: discipline;,149
page type: topics;language: French;special content 1: discipline;,150
page type: topics;language: French;special content 1: discipline;,151
page type: topics;language: French;special content 1: discipline;,1781
page type: topics;language: French;special content 1: discipline;,1851
page type: topics;language: French;special content 1: discipline;,8488
page type: topics;language: French;special content 1: discipline;,8489
page type: topics;language: French;special content 1: discipline;,8539
page type: topics;language: French;special content 1: discipline;,8763
page type: topics;language: French;special content 1: discipline;,8766
page type: topics;language: French;special content 1: discipline;,8771
page type: topics;language: French;special content 1: discipline;,8777
page type: topics;language: French;special content 1: discipline;,8779
page type: topics;language: German;special content 1: discipline;,44
page type: topics;language: German;special content 1: discipline;,45
page type: topics;language: German;special content 1: discipline;,47
page type: topics;language: German;special content 1: discipline;,48
page type: topics;language: German;special content 1: discipline;,49
page type: topics;language: German;special content 1: discipline;,50
page type: topics;language: German;special content 1: discipline;,74
page type: topics;language: German;special content 1: discipline;,75
page type: topics;language: German;special content 1: discipline;,76
page type: topics;language: German;special content 1: discipline;,77
page type: topics;language: German;special content 1: discipline;,80
page type: topics;language: German;special content 1: discipline;,82
page type: topics;language: German;special content 1: discipline;,83
page type: topics;language: German;special content 1: discipline;,84
page type: topics;language: German;special content 1: discipline;,85
page type: topics;language: German;special content 1: discipline;,88
page type: topics;language: German;special content 1: discipline;,90
page type: topics;language: German;special content 1: discipline;,93
page type: topics;language: German;special content 1: discipline;,95
page type: topics;language: German;special content 1: discipline;,96
page type: topics;language: German;special content 1: discipline;,97
page type: topics;language: German;special content 1: discipline;,98
page type: topics;language: German;special content 1: discipline;,2424
page type: topics;language: German;special content 1: discipline;,6193
page type: topics;language: German;special content 1: discipline;,6299
page type: topics;language: German;special content 1: discipline;,6326
page type: topics;language: German;special content 1: discipline;,8500
page type: topics;language: German;special content 1: discipline;,8689
page type: topics;language: Italian;special content 1: discipline;,517
page type: topics;language: Italian;special content 1: discipline;,518
page type: topics;language: Italian;special content 1: discipline;,520
page type: topics;language: Italian;special content 1: discipline;,3565
page type: topics;language: English;special content 1: focus area;,5017
page type: topics;language: English;special content 1: focus area;,6270
page type: topics;language: English;special content 1: focus area;,6271
page type: topics;language: English;special content 1: focus area;,6505
page type: topics;language: English;special content 1: focus area;,8372
page type: topics;language: French;special content 1: focus area;,5933
page type: topics;language: French;special content 1: focus area;,5944
page type: topics;language: French;special content 1: focus area;,5996
page type: topics;language: French;special content 1: focus area;,6268
page type: topics;language: French;special content 1: focus area;,6269
page type: topics;language: French;special content 1: focus area;,8043
page type: topics;language: French;special content 1: focus area;,8350
page type: topics;language: French;special content 1: focus area;,8351
page type: topics;language: French;special content 1: focus area;,8454
page type: topics;language: German;special content 1: focus area;,100
page type: topics;language: German;special content 1: focus area;,101
page type: topics;language: German;special content 1: focus area;,103
page type: topics;language: German;special content 1: focus area;,635
page type: topics;language: German;special content 1: focus area;,681
page type: topics;language: German;special content 1: focus area;,695
page type: topics;language: German;special content 1: focus area;,1091
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
page type: article without DOI;language: German;special content 1: article series;,5808
page type: article without DOI;language: German;special content 1: article series;,6215
page type: article without DOI;language: English;special content 1: book note;,4872
page type: article without DOI;language: French;special content 1: book note;,3057
page type: article without DOI;language: French;special content 1: book note;,3058
page type: article without DOI;language: French;special content 1: book note;,3059
page type: article without DOI;language: French;special content 1: book note;,3644
page type: article without DOI;language: French;special content 1: book note;,4216
page type: article without DOI;language: French;special content 1: book note;,4223
page type: article without DOI;language: French;special content 1: book note;,4231
page type: article without DOI;language: French;special content 1: book note;,4246
page type: article without DOI;language: French;special content 1: book note;,4247
page type: article without DOI;language: French;special content 1: book note;,4249
page type: article without DOI;language: French;special content 1: book note;,8988
page type: article without DOI;language: French;special content 1: book note;,8991
page type: article without DOI;media 2: picture;language: German;special content 1: book note;,730
page type: article without DOI;media 2: picture;language: German;special content 1: book note;,760
page type: article without DOI;language: German;special content 1: book note;,73
page type: article without DOI;language: German;special content 1: book note;,697
page type: article without DOI;language: German;special content 1: book note;,698
page type: article without DOI;language: German;special content 1: book note;,735
page type: article without DOI;language: German;special content 1: book note;,737
page type: article without DOI;language: German;special content 1: book note;,740
page type: article without DOI;language: German;special content 1: book note;,741
page type: article without DOI;language: German;special content 1: book note;,1321
page type: article without DOI;language: German;special content 1: book note;,1583
page type: article without DOI;language: German;special content 1: book note;,1707
page type: article without DOI;language: German;special content 1: book note;,1708
page type: article without DOI;language: German;special content 1: book note;,1712
page type: article without DOI;language: German;special content 1: book note;,1738
page type: article without DOI;language: German;special content 1: book note;,1739
page type: article without DOI;language: German;special content 1: book note;,1745
page type: article without DOI;language: German;special content 1: book note;,1759
page type: article without DOI;language: German;special content 1: book note;,1778
page type: article without DOI;language: German;special content 1: book note;,1790
page type: article without DOI;language: German;special content 1: book note;,1791
page type: article without DOI;language: German;special content 1: book note;,1833
page type: article without DOI;language: German;special content 1: book note;,2110
page type: article without DOI;language: German;special content 1: book note;,2114
page type: article without DOI;language: German;special content 1: book note;,2115
page type: article without DOI;language: German;special content 1: book note;,2125
page type: article without DOI;language: German;special content 1: book note;,2130
page type: article without DOI;language: German;special content 1: book note;,2214
page type: article without DOI;language: German;special content 1: book note;,2306
page type: article without DOI;language: German;special content 1: book note;,2371
page type: article without DOI;language: German;special content 1: book note;,2426
page type: article without DOI;language: German;special content 1: book note;,2448
page type: article without DOI;language: German;special content 1: book note;,2566
page type: article without DOI;language: German;special content 1: book note;,2568
page type: article without DOI;language: German;special content 1: book note;,2570
page type: article without DOI;language: German;special content 1: book note;,2759
page type: article without DOI;language: German;special content 1: book note;,3368
page type: article without DOI;language: German;special content 1: book note;,3369
page type: article without DOI;language: German;special content 1: book note;,3401
page type: article without DOI;language: German;special content 1: book note;,3403
page type: article without DOI;language: German;special content 1: book note;,3449
page type: article without DOI;language: German;special content 1: book note;,3450
page type: article without DOI;language: German;special content 1: book note;,3508
page type: article without DOI;language: German;special content 1: book note;,3543
page type: article without DOI;language: German;special content 1: book note;,3547
page type: article without DOI;language: German;special content 1: book note;,3629
page type: article without DOI;language: German;special content 1: book note;,3702
page type: article without DOI;language: German;special content 1: book note;,3860
page type: article without DOI;language: German;special content 1: book note;,3884
page type: article without DOI;language: German;special content 1: book note;,3894
page type: article without DOI;language: German;special content 1: book note;,3895
page type: article without DOI;language: German;special content 1: book note;,3991
page type: article without DOI;language: German;special content 1: book note;,4241
page type: article without DOI;language: German;special content 1: book note;,4261
page type: article without DOI;language: German;special content 1: book note;,4275
page type: article without DOI;language: German;special content 1: book note;,4477
page type: article without DOI;language: German;special content 1: book note;,4638
page type: article without DOI;language: German;special content 1: book note;,4641
page type: article without DOI;language: German;special content 1: book note;,4703
page type: article without DOI;language: German;special content 1: book note;,4704
page type: article without DOI;language: German;special content 1: book note;,4712
page type: article without DOI;language: German;special content 1: book note;,5607
page type: article without DOI;language: German;special content 1: book note;,6008
page type: article without DOI;language: German;special content 1: book note;,6067
page type: article without DOI;language: German;special content 1: book note;,6316
page type: article without DOI;language: German;special content 1: book note;,8481
page type: article without DOI;language: German;special content 1: book note;,8482
page type: article without DOI;language: German;special content 1: book note;,8483
page type: article without DOI;language: German;special content 1: book note;,8495
page type: article without DOI;language: German;special content 1: book note;,8506
page type: article without DOI;language: German;special content 1: book note;,8507
page type: article without DOI;language: German;special content 1: book note;,8508
page type: article without DOI;language: German;special content 1: book note;,8509
page type: article without DOI;language: German;special content 1: book note;,8510
page type: article without DOI;language: German;special content 1: book note;,8511
page type: article without DOI;language: German;special content 1: book note;,8512
page type: article without DOI;language: German;special content 1: book note;,8513
page type: article without DOI;language: German;special content 1: book note;,8514
page type: article without DOI;language: German;special content 1: book note;,8515
page type: article without DOI;language: German;special content 1: book note;,8516
page type: article without DOI;language: German;special content 1: book note;,8517
page type: article without DOI;language: German;special content 1: book note;,8518
page type: article without DOI;language: German;special content 1: book note;,8519
page type: article without DOI;language: German;special content 1: book note;,8520
page type: article without DOI;language: German;special content 1: book note;,8521
page type: article without DOI;language: German;special content 1: book note;,8522
page type: article without DOI;language: German;special content 1: book note;,8523
page type: article without DOI;language: German;special content 1: book note;,8524
page type: article without DOI;language: German;special content 1: book note;,8525
page type: article without DOI;language: German;special content 1: book note;,8526
page type: article without DOI;language: German;special content 1: book note;,8527
page type: article without DOI;language: German;special content 1: book note;,8528
page type: article without DOI;language: Italian;special content 1: book note;,4222
